Review,Rating,Length
bad location hotel short walk away space needle minute drive downtown seattle location prompt stay hotel plus daily fee stay nt bad hotel older clean breakfast pretty good alot choose employees relatively nice nt nice group lateteens 3am party hallway hours shady character hang room pay definately ca nt beat location,Netral,318
charge stay someplace room cold damp cozy mean build old windows make feel like jail hallways old rundown cold motel feel 10 stay nicer innmotelhotel street la quinta better experience day please travelodge space needle leave bitter cold feel nt care coziness want save 10 place nt bad seattle cold rainy long warm coziness la quinta 8th ave want stay experience thing like hotel staff real courteous,Bad,400
single traveler 1 cheap pay for2 easy convenient single individual travel alone3 internet service 4 close proximity university washington village shop center5 clean bathroom room,Netral,178
unclean terrible service stay save money 3 day campus visit university washington arrive tell early check ask check bag go walk uw agree desk take give check tag okay person walk office desk area staff hide away room word 5 second reach steal bag ask store luggage contain camcorder laptop backroom like normal hotel refuse come time check room horrify chair badly stain bedskirt lay towel chair feel comfortable sit lampshade stain coffee blood sure nt care night choose freeze butt turn ridiculously loud heater pip shower head lot visible rust bathroom nt clean worst motelhotels stay know lower standards budget intolerable,Bad,627
nt bother dump door room warp room hallway stink big time bed stain pillow box spring dirty room offer better suppose nonsmoking room nt tell reservations 2 nights tolerate nt money,Bad,181
happy stay nt reservations give room 2 queen bed call request room king bed couch staff friendly polite request give room perfect room spotless comfortable lot pillow comfortable bed white ones feather beige ones foam really nice order midnight breakfast bring room 8 10 forget room menu choices call breakfast come polite clerk name terrell immediately get breakfast deliver order yummy blueberry waffle scramble egg sausage yogurt coffee free room definately stay againby way hotel block want 60 room great view mount ranier place nt,Good,535
kind considerate book hotel read review like best deal compare rat downtown hotels review state staff helpful friendly case special way attend mariners game saturday night run late come eugene unable stop hotel game come game rental window break own steal call jeff hotel tell late sure hold room finally arrive 2 police come scene jeff help basic necessities lookout police finally arrive 3 rest staff helpful remain days stay thank jeff support even room nice clean university inn good deal recommend friends watch park seattle night return rental gentlemen lincoln suffer fate,Good,579
great sell hotel review friendly staff call reservation pull little nervous street busy noisy outside build look like office build disappoint inside quiet nt know traffic outside room nice get home realize promise king bed pull soft end queen pull sofa plenty room accomodate rollaway bed accomodate family premier room include rate nice breakfast deliver room satisfy choices service nice afternoon snack quickly partake rush sightsee nt utilize free shuttle bus longer nice free park lot plus nice sink hair dryer outside shower area get ready location easy convenient typical attractions university glad stay,Good,611
university inn good place agree consensus reviewers university inn good place complaints cleanliness facilities staff great shake esthetically good quality space room adjacent roosevelt way main street somewhat noisy night fast traffic lot tolerable free laundry machine charge soap useful place walk distance coffee house enormous university washington bookstore lot cheap studentoriented restaurants breakfast ok nothing special nt really expect hotel breakfast plenty optionsthey operate free shuttle van nt wind use car get free park couple block numerous bus line downtown seattle seattle center destinations pay 139 night lot downtown seattle,Good,648
great deal nice stay night recently meet nearby please able traditional room shower adequate purpose shower roomy bathroom perfectly clean actually entire room obsessive little heart good clean crisp bed comfy sheet crisp pillow rightthe room air condition windows open lovely sleep fresh air traffic noise fell asleep certainly disturb methe snack afternoon nice surprise breakfast quite fine coffee drinkable case hotel breakfastsi really please reasonably price hotel appeal keep return consider stay need downtown,Good,517
truely wonderful place husband university inn right definitely place stay seattle room queen bed nice sit area microwave minifridge lobby stock tazo teas breakfast buffet tasty park easy right hotel staff friendly helpfulthe location fantastic right heart university district walk distance uw campus surround bar restaurants close i5 minutes drive heart downtown highly recommend stay reviewer say really feel like little home away homeplease feel free contact question hotel,Good,475
recommend hotel stay university inn june 3 4 directions airport great problem find inn park bite cramp nt use car nt matterthe staff friendly helpful room clean comfortable quiet appreciatedwe go sightsee finish call inn send shuttle pick great accomodation stay visit seattle nt ask nicer cleaner moderately price hotel university inn thank staff,Good,347
u inn convenient travel seattle july stay university inn 7 nights like lot nights noise door shower early morning bother request change room desk staff helpful give room 4th floor completely solve problem love free shuttlebus service travel nt want rent car shuttle bus take basically local attractions include space needle downtown seattle zoo driver chat guests provide good information run hour really great way citythe complimentary breakfast use improvement hot foods unless make waffle easy heat bread microwave experience hotel positive,Good,543
love plan trip seattle university inn recommend friends read good review book email correspondence handle quickly friendly manner good feel arrivedour flight late probably best mood arrive near 11 pm desk staff nice unfortunately hold kingsize room tell previously try nt guarantee arrive room open window look right space needle consolation morning mt rainier pretty great seattle view room large clean window open day move equally attractive room 2 floor king bed internet access easy room service great use car service firstratenote newer section wonderful niece seattle come look day instead come second floor newerupdated section turn wrong way go older section say mess get right area say wow difference guess ca nt guarantee room newernicer area maybe nt book renovations fall love hotel highly recommend,Good,811
expect arrive inn check immediately lobby basic clean free coffee tea hot chocolate place open sit pack luggage cart roll elevator sign state maintenance doors close immediately open basically act fast liable lose limb right nearly get choppedupon enter hotel room notice decor nt update 1968 towel bathroom stain pillow bed lumpy literally suffice say pack right check notice view dumpsters backif look inexpensive place stay able spend 50 night stay watertown street 10 time better worth price,Bad,495
perfect read past review hotel book room 3night stay late february disappoint hotel locate enable walk student hangouts brooklyn ave din park offstreet free breakfast pretty good service room clean obviously recently update hotel operate free shuttle downtown city center small walk space needle pike place market chinatown shuttle pick international district taxi 15 hotel altogether nice seattle stay thank university inn,Good,423
great value clean modern style reception staff friendly give complimentary upgrade traditional deluxe room checkin hot tub perfect temperature wireless access great park free fancy comfortable friendly place stay walk distance uw,Good,229
love stay stay univ inn 10 days april 2005 thoroughly enjoy free park clean spacious room friendly staff great breakfast snack love location definitely stay,Good,156
great return stay hotel great value clean comfortable room large fine old section terminal free wireless internet access lobby like reviewer pick signal laptop room morning breakfast great afternoon snack nice bonus enjoy location desk staff young friendly helpful,Good,264
great customer service daughter year old daughter stay seattle pacific hotel weeks daughter husband separate emotional time staff hotel possible make daughter comfortable actually care emotional work hospitality entire life rare staff attentive young woman toddler seattle area need welcome environment stay seattle pacific hotel,Good,329
terrible service arrive hotel overbooked cancel reservation desk lady impatient rude inform cancellation show person lady nt offer help hotel probably better place look like dump construction worse wall floor tear reception area leave lady nt care situation unwilling help hotel weekend dozen hotels availability cause lot unecessary stress nt able mariner game early,Bad,367
better expect like people read review dread experience choice hotel prepay expedia surprise room large clean comfortable albeit date hallways staircase smell major issue use thoroughfares staff gentleman helpful cardkey work try extra pillow request deliver promptly luxury hotel better expect price pay fee park worth give cost park seattle,Good,341
nt stay read review book hotel start arrive desk check book line want credit card husband try tell wrong room tell quiet fix fix haha give room number tear piece paper go room dirty non smoke old package end table smell bad bathroom dirty tile moldey tub paint look clean flat king sheet bed stay bed air conditioner work 10 minutes time vey hot room horrible experience husband friends kande coulee dam wa,Bad,406
probably wont stay email send vagabond inn stay vagabond inn seattle wa 325 aurora ave september 911 2005 realize nt pay deluxe accommodations wonder able place vacancy near downtown want locate money able spend say probably wont stay time spend extra money nicer cleaner hotel nt leave guest card room comment write enjoy stay af grade scale dfhave stay hotel noreason trip business personalpleasurewould stay property pay ithotel appearance exterior af dhotel appearance interior af chotel staff friendliness b minus girl dark curly hair nice helpful hotel staff efficiency samealthough clerk shift sept 9 3 pm friendly check later ask room internet service annoy check need business purpose want sit lobby guests check try work guest room cleanliness cguest room appearance b bathroom cleanliness dbathroom appearance cwhy counter bathroom slope downward frustrate try ready day belong roll counter counter level comment reservations confirm hotel wireless access room call check clerk tell room far signal unable use laptop room specifically bring check finance finance sure money trip unable check company home check email comfort roomyour bed uncomfortable bed sleep lack thereof life felt like cement block grant people like firm bed firm problems slight spine curvature painful bed hurt plus tire weekend lack sleep bed difficult fit lot schedule seattle 1 day 2 additional days fit 5 hour drive day home 13 year old son keep ask swim finally decide time call desk ask time poolhot tub close clerk say pool drain available guest use disappoint especially sonthe towel bathroom dirty smell like black smudge stain black hairs stick suggest buy nice new towel guests felt like sandpaper maybe housekeep use fabric softener even need wash couple piece clothe web site state onsite laundry facilites mispelt web page available laundry facilities way outside door take clerk 5 minutes unlock fault helpful maybe locksmith install work washer washer available closet type space extremely dirty unplug outside vend machine time use washer dryer trip breaker clear indication hotel meet electrical code web site specifically clearly state free park pay 500 night addition hotel room end include inroom wireless internet pool hot tub sincerely appreciate park fee deduct staydate stay 990591105i appreciate response email thank,Bad,2326
ahead reserve nt say nt actually stay mad hardly straight call confirm phone reservations despite hesitation review book talk marilyn assure update room newer beadspreads face space needle wan actual room call 5 days prior date reservation thank god tell heavy accent man guarantee room somebody stay yea like nt reason make reservations say cancell right let felt take big risk stay place bad customer service person write charge credit card information,Bad,454
quiet city centre hotel room fairly large room large bed plasma tv disable room whhich efficicent layout desk bed keep walk chair view outside room quietbathroom good size cleanstaff friendly helpfuli stay seattle,Good,213
enjoyable vintage park boutique hotel emphasize aspects experience entirely ignore gym vend machine hand excellent friendly service creative tasteful use fabrics color room make feel far warmer usual corporate design big chain big hotels hotel overall relatively small standard room quite spacious hdtv plush rob nice touch wine taste even conduct knowledgeable host good win taste hotels near professional negative aspect stay bed soft negative hotel fault ninth floor traffic noise firetrucks ambulances clearly discernable attach italian restaurant tulios excellent highly recommend cheap worth dimeif nt mind walk bite location good safe centrally locate 10 15 minute walk pike public market short walk seattle art museum free downtown public bus nearby save lot walk shape handle urban hill seattle definitely feel comfortable return hotel,Good,844
great location great hotel choose hotel reason location centrally locate city reasonable walk away walk distance short car cab ride awaygreat things hotel location location location enjoy afternoon wine taste room tastefully furnish staff pleasant request upper floor room give really like noise street bite view bed comfortablethings great hotel lobby tiny look place impressive lobby nt itthe wine taste really enjoy look indepth information win hit miss day vineyard really enjoy talk win days hotel staff member little information win pour credit ask question nt know answer frequently print information little bite food serve wine pizza crowd wine taste probably wo nt anyparking hotel park expensive review functional smallpet peeve heck suppose clothe unpack room stay small mean small drawers available fold clothe cabinet mini fridge room nt nearly room actually nt think closet possible closet smallish hotel number things hang sale sale items probably 30 small closet appreciate try earn extra buck ridiculous appreciate downtown hotels tight space unpack end live suitcase nt appreciatethe restaurant eat breakfast restaurant dinner breakfast nothing special bad good service bad day great dinner food mediocre better place nearby pasta arrive table suspect keep warm time sure fork able lift entire content lift forkbottom line spite lack storage like hotel lot glad stay nt stay unless happen great deal rate great hotels seattle try equal price expensive,Good,1469
great hotel great location stay seattlle 6 nights love hotel king premiere room appoint quite roomy bathrooms nice little small perfect bed quite honestly comfortable sleep get brand style matress buy home kid location hotel perfect see sight seattle 510 minute walk pierswaterfront pike market aquarium monorail seattle center anytime visit seattle definitely stay,Good,365
good hotel deal rack rat hotel 250350 price little disappoint get room package deal 100 night price great hotel room decorate quirky stylish room basic king room little small terrible face courtyard really typical urban build air shaft significantly perk nice mural country scene keep traffic noise surprise relatively loud noise courtyard morning quality toilettries aveda offer lot things free hair dryer rob toothpaste fan little things forget able pack sheet bed comfortable towel average pretty soft luxurious usual overprice minibar better provide bottle water neat local snack free arrival fit quirky different better kimpton hotel chain brand image free nightly wine reception lobby local washington red white crust pizzas nice touch like socialize guests great opportunity prefer hang friends fine concierge run wine taste helpful ideas restaraunts things service fine compliants amaze kudos check smooth valet service usually pretty prompt forget car sit realize get note valet 35day tax include gratuity higher hotels convenient little disappoint get upgrade special treatment honeymoon maybe expect come budget package housekeep certaintly adequate place spotless arrive daily clean thorough expect turndown service place nice recommend implement inroom coffee makers coffee shop virtually corner seattle free coffee service small paper thimbles lobby room coffee makers convenient location excellent easily walk waterfront pike place market area walk space needle restaurants southend green lake feel like hike far great restaurants classy bar block great shop block super easy access i5 recommend associate restaraunt tulio breakfast interest italian theme egg dish dinner good load good restaurants walk distance overall good great hotel deal pay rack better options,Good,1781
decent hotel great location book room priceline 4 star hotel downtown seattle husband friends nights pay 120night corner room friends room elevator bigger room bathroom possible try corner room room end 14 corner room bed comfy room clean lovely loccitane toiletries funny animal print velour bathrobes closet heavy drape block light facilitate good nights sleep good view nt room long thing frustrate fact temperature nt 64 degrees say 60 degrees like room cold oh really big lossthe hotel wine hour miss night serve duck pond win second night serve pizza restaurant tulio hotel restaurant zagat rat pretty funny hear concierge pour wine tell wine washinton drive past winery day oregon give couple bottle wine friends oregon wine valet check snooty irritate choose park hotel street save little money valet park 30day plus tip selfpark park street cost 26day wait tip desk staff bite stuffy snooty probably expect tier hotel stay nicer hotels friendlier desk staff concierge available need recommendationsdirectionsmaps desk girls second night kind look late night movie time usthe hotel 8 block pike place market trip foot space needle bite hike worth pastries walk store coffee shop kinds restaurants block standard experience get good value encourage stay pricier fairmont corner unless cost concern pretty good experience,Netral,1327
hotel vintage park get stay hotel vintage park staff excellent celebrate 1st yr anniversary hotel upgrade room king premiere give complimentary bottle champagne hotel locate pretty good location shop district 12 mile walk pike marketthe hotel small older staff make,Good,265
reservation problems think contact property directly guess eat long distance charge purpose nt dial kimpton general number desk make annual reservation thanksgiving weekend nt happen connect nt know country victoria bc come say zip code nt exist explain zip code postal cod different stay 5 time felt service receive border terrible ask best possible rate advise 159 say book cheap ticket expedia lot nt price match hold age come say pull string rate want feel like go stay service wine hour safety property agent need head shake feel special love email management,Bad,564
worth high price stay saturday night double deluxe base price room 318 tax closer 375 price expect really nice nt itwhen check desk person really disinterested barely speak take aback hand room key word say room elevators amenities blah blah blah check day different desk person say barely word weird kind service expect pricey hotelthe room somewhat shabby carpet old tacky look stain sofa room brown velvet piece see better days bed fine room advertise dvdcd player try play cd nt work call desk ring pick tell maybe cord come undo tv want muck cord figure tv bolt armoire ca nt really reach hand order room service phone ring time answer food pretty plain example 15 panini bread dry bread room come goodie basket minibar yes guess mini bar key take forever answer phone disappoint nt free goodies room mean doubletree cookie 30 hotel come pay cookie 300 hotel closet animal print terry cloth rob wash time extremely fade pair sock welcome additional 11 pair gripe room bathroom smalloverall place okay look money spend altogether spend 450 time spend classier place,Netral,1069
horrendous service staff desk terrible border rude convenience bar key provide try charge soda room vend machine hotelthe mandatory car park service good expensive 28day give lower floor deal construction noise street onramp freeway hotel convenient freewaywhatever nt adjacent restaurant track waitress check lounge breakfast suggest pay higher price corner crowne plaza,Bad,371
good hotel problems wo nt bother hotel largely meet standards kimpton hotels indicate review things know itthere truly quiet room hotel room overlook spring street steep grade truck constantly grind way room largest nicest cluster elevators chime doors open nt mind noise hotel fine place think hotel stock white noise machine hand lend guests second bring car aware cars park open apparently near colony large bird car return cover bird droppings tell happen onethird park cars busy nightfinally rest hotel measure high kimpton standards especially staff room lack usual good fm radiocdspeaker systems distinguish kimpton pack addition tv little bedside clock radio decent quality mean special,Good,694
great boutique hotel great boutique hotel locate financial district seattle 10 minute walk pike place market maybe best place stay want right middle action vintage park great restaurant wine taste right hotel want stay little quieter area close excitement seattle definitely recommend vintage park room awesome really comfortable bed large bathroom beautiful decor,Good,364
wonderful hotel hotel vintage park boutique hotel kimpton hotels group know lovely ecofriendly stay hotels town far nicest serveral reason big fan big chain hotels stay occasion prefer personable place remember come join club arrive kimpton hotel treat regular special gift room order orgainc fruit sparkle water chocolates daughters myselfwhen show hotel sick nt sleep keep family night cough speak desk maybe get room floor easily accommodate despite fact hotel pretty move higher floor room hall elevator right room hear noise come hall elevators room mei later sister paul newman stay hotel week arrive nt normally rub shoulder rich famous taste ecofriendly place par nt expensive great agree park garage expensive protect free overnight park streets 6pm 7 8 park permit plan stay longer personally morning prefer spend couple extra dollars worth extra hour sleepwonderful morning coffee teas saw food mornings miss wine hour nt chance eat restaurant eat family time touristsi certainly stay kimpton hotels town,Good,1015
kind kimpton property tell story want cookie cutter hotel stay lobby small intimate love even wine reception fireplace kimpton properties different ly historic usually little shock value expect fun room quiet comfortable windows open staff friendly helpful coffee pot room coffee lobby pet friendly bring fido fluffy good location bring walk shoe hilly streets purchase pass great fitness center steam room lap pool check library street,Good,436
good respect frequent business traveler seattle interest try vintage park great review receive normally review reflect experience case night arrive late order room service pound door open guy park car push salad say house order run rest stay didnçé better come room even air unbreathable hazy unbelievable cigarette smoke call desk tell amazement smoke floor yes reservation nonsmoking sure annoy woman desk go stay room room decorate manner reminiscent 1960 italian bordello complete large mirror reception area wine taste occur thing smaller hotel room simply wasnçé worth push crowd forget sweet potato gnocchi look taste suspiciously like tater tot,Bad,652
excellent experience hotel vintage park offer wonderful alternative large hotel chain downtown seattlegreat location excellent staff comfortable class roomexcellent experience stay future,Good,187
excellent choice great experience little boutique gem right corner w fairmount 100 buck night room service italian restaurant tulio good stay heartbeat 200night budget business layup,Good,182
3rd time stay vintage park 8 years ago kimpton hotel chain stay san jose ca hotel pet friendlywhich appreciate travel dog hotels allow pet smoke room case like vintage park large city feel country inn invite fireplace comfy overstuff furniture lobby wonderful feature free wine service lobby even glass wine guests go restaurant dinner gourmet dinner excellentthe negative input room bite tire need freshen 30 night charge park car expect bite steep pay 179 night dinner 100,Good,474
upgrade delight husband stay nights early september precruise get excellent aaa rate 150night plus tax hotel website upgrade checkin doubledouble bed corner suite concierge level fl 9 room large comfortable bed nicely decorate quiet bathroom fine overlarge hotel older build hotel free wireless internet work room guests treat wine reception 5 pm freshly brew coffee tea available 530 10 hotel lobby free daily ny time round amenities nicelythe hotel kimpton property centrally locate block seattle public library block westlake center shop area 8 block uphill pike market place eat night etta seafood restaurant near pike market place take taxi hotel steep uphill incline reception staff friendly helpful lobbyreception area small business center gym onsite price really delight definitely stay,Good,795
princess pea arrive hour checkin wait 15 minutes lobby check give key room shock desk clerk assign room couple ahead thankfully newlyweds wait line speak clerk shock thing occur choose personally check room assign presumably felt human error impress point especially confront 30night park fee give corner room demonstrate make bright fairly large airy 260 night shoudl bathroom tiny toilet flush adjust valve tank tv view bed despite offer variety pay view movies bed worst sleep kimpton perfect bed boast brochure hard cheap king mattress featherbed nonpillow mattress bad nights sleep mitigate good black curtain need augment bad sleep sleep soundproof room hotel potential wonderful live brochures,Bad,700
great hotel stay vintage park january friends love hotel easy walk location room overlook new library king bed husband architect love view bed great everthing clean staff helpful concierge great get dinner reservations resturants nights wine hour wonderful way sample washington state new win complaint lobby bite small wine hour nt hesitate stay felt price downtown seattle resonable deal good,Good,394
definitely worth try stay june 5 8 2004had fun nice people good service quiet location walk distance pike place market room small nice second time pay little room worth extra money go priceline choose 5 star hotel marketuphill back mean uphill,Good,243
consistent quality charm property reveal trust friend stay 4 time past 4 years rare problems concern park attendants stay somewhat curt room clean lobby charm location great valet service good quick tulio outstanding hotel pick,Good,227
noisey nice expect work seattle live whidbey island occasionally spend weekend city spend fair time look hotels list trip advisor decide hotel look nice web pretty disappoint get room nice alexis inn market sorrento stay room wear tear break door amour fan bathroom break lock mini bar expect luxury linens bed price pay worst jack hammer construction outside window friday even construction new library noise subside 730pm get bad start weekend hotel vintage park noise morning cement pour street call desk move room room available turn expensive noisey weekend,Bad,562
great atmosphere stay w seattle football game concert look forward fun place stay service good desk people helpful happy platinum upgrade corner room negative gym small date need big overhaul bar area really nice dress crowd age 30 look good time drink little pricey bar tender poor great usewwwsneakysundaycom best place eat love zoe belltownits fantasticoverall great location fun place staygive shoot,Good,403
w chic bite snotty stay w weekend hotel close airport train attend seattle decide come bite early sight leave husband home solo trip quite time choose w location price reputation w hotels general stay beforelet start positives room excellent great decor comfy bed nice flat screen tv great quality toiletries question scent combo lemon sage cleaningproducty darkness loudness common areas take get use certainly make cool chic vibe hotel different average marriott sheraton typically stay enjoy free wifi lobby even great apple martini oh location excellent quick flat walk main attractionsand negative marry woman travel take little ease especially din solo go concierge desk even arrive seattle hour ago hop little encouragement great recommendations uh grant partially fault want baby desire come previous experience concierges cities usually excite tell introduce city guy act totally aloof felt like nt cool day try different concierge helpful definitely level use inquire ferry bainbridge island tell nt bother provide schedule ask specifically schedule say oh right um nt natural thing hand tell leave concierge service really complaint w seattle poor knock rat 3 go present luxury hotel need luxury service earn average rat nt,Netral,1234
wonderful week say good things hotel service concierge room service staff check valet truly w onderfuli starwood gold maybe treatment bliss bath products great towel roomthe staff recommend good local restaturants arrange haircut big presentation home salon month travelthey welcome trip know actually happy 4th stay past 6 months know like light room cd pull library wow,Good,371
expect w stay w hotels know reason people stay know expect know pay groovy electronica music play lobby candle light checkin desk west elmy decor various shade jewel tone decent sheet comfortable bed bliss products bathroom w different nice view mt rainer windows,Good,263
advantage ultra cool perk w awesome little donuts cider afternoon lobby little bottle water lobby free oppose 8 water night stand perfect apples hallways dimly light cool pimp light immaculately hip valet bite congest location w make unnecessary drive downtown seattle starbucks street make easy grab breakfast instead sit fancy breakfast excellent restaurant downstairs really enjoy dj friday saturday night busy bar downstairs aware drink cheap best lemon drop spectacular room limit water view floor little lounge area room comfortable perfect relax drink room excellent time despite business travel star hotels nt want leave,Good,628
w business great bed uncomplicated work light ask deal good location park better downtown hotelsmeals slow arrive,Good,113
great stay get decent price standard room king bed 175 tax stay night christmas service impeccableçærom bell hop concierge sean really helpful decor gorgeous location perfectclose shop restaurants excellent hotel highly recommend,Good,230
great central hotel arrive hotel car knowingly pay high valet park rate nt want pay street park major city staff welcome room available arrival despite earlywe pass dimly light hallways trendy prefer room spacious room comfy bed modern light decor large flat screen tv safe iron board small bathroom shower bath separate nice touch printer room great business useviews brilliant hotel surround tall buildingsthe bar bustle trendy lobby area free wifi guests hotel location great shop restaurantsif trendy style try expensive fairmont doorif like hotel recommend lunch great wine bar road hotel barolo dinner cab opposite westin need book,Good,637
dont bother contrary belief nt pay book 2 room w hotel saturday night celebration best friends birthday staff snotty check 300 pm room ask face ugly garage readywe end 3 floor apart face uglyiest bulidings pay time book tell let know make stay better let know park hotel park lot 3500 ripoff 2 people actually try open door sucessful things need deal husband bring bag desk dinner reservation tell send room huge crowd listen techno beat music bar bartender rude young kid think tom cruise cocktail room bag site go desk basically tell bag brand new clothe macys wait morning talk manager friendly awhile miss bag wow imagine assume employ 5 star hotel meet requirement overly friendly better service nicer hotel streets away warwick room dusty nt think drink water know cool classy status refuse pay 800 bottle water room free line spend fairmont good 5 star trust,Bad,865
disappoint way stay seattle w week june professional conference previously stay w new orleans love second expect great things w seattle nt disappoint think darkness equate ambiance wrong loud music elevators w elevators suppose like miniclubs meet party people new orleans w elevators worst thing smell air condition go best describe cat little box pure cat urine hotel management respond numerous complaints say normal lavender musk smell w right sure air come room luckily seattle great city lot doi email apology corporate log complaint starwood stay recieved market spam seattle w stay seattle w wo nt recommend,Bad,615
love really like w agree extra charge bite excessive 22 room service fee 350 delivery charge 36 valet park dont touch mini bar unless want pay 6 candy bar food good restaurant steak sexy fry especially good definitely return hotel probably car park past cost great hotel special offer pay 200 night august love atmosphere bliss products room microsuede couch comftorable bed plasma tv dvd player nice long day order room service watch movie extensive library cds movies newspapers advantage pay view movie list convenient feature new release check popsicles ice bucket sit nice touchall staff friendly helpful bend backwards happy anytime call take care right away person take luggage taxi accidentally leave small bag notice night get run cab company talk desk day hour hotel bag luggage load unload didnt bother taxis wait outside hotel overall stay hotel nicer part vacation,Good,877
entirely trendy wife recently stay w seattle enjoy stay things prevent rat hotel higher average nt coffee maker room know seattle starbucks corner hotel stay secondly place nickel dime death example 35 night park 14 small ham cheese sandwich restauranti like walk hotel saturday night lobby turn popular nightclub seattle literally dj spin dance music record loud lobby beautiful people impress snobby wealthy self center person hotel dark decorations common areas artsy fartsy reason wife stay sea fair great rate w website hotel locate fantastic location wo nt return,Netral,569
style service exceed expectations w cup tea love style different place review describe strike decor style service wo nt repeat style bite pleasant change corporate sameness upscale hotels staff attentive meet need remember valet promptly deliver car need attractions walk distance pike place market pioneer square seattle art museum etc give floor room discount receive entitle floor lower half hotel bed comfortable advertise window couch comfortable great idea wonder hotels nt copy idea bathroom excellent great hotel decent price advantage,Good,543
avoid place buy w thing early hotel darker w stay come walk city thing let key loud thump music fill lobby want hear long work day hear desk staff room way price sheraton westin dream bed want room clean ca nt dark place dark blind window let outside light finally bed offer hang blackout curtain hear take day black metal rod cram window black fabric safety pin rod better blind seattle coffee maker nt ask tout restauarant dont,Bad,429
great room stay stay nights business trip great hotel great room great food near,Good,80
good quality big room facilities fine actually quite spacious problem size hotel c 18 floor 2030 room floor justs make feel like cog pass touch bite mix metaphor know like 4060 room boutique hotels know mean staff friendly helpful saw twice good size gym location plus issues1 water leave bed complimentary label tell eye water c 12 tax added2 room internet like 15 plus free business centre homeland microsoft3 food trays leave outside room long timeas say nothing major wrong big taste,Netral,487
plush elegance love minute usually try stay starwood hotels member point program w seattle hippest starwood property stay decorate room stun reception friendly staff wall hang lcd guest room amaze felt pamper sleep comfortable bed pleasure rest onthe mood w seattle create second valet car end night close eye pure chicdo experience w seattle,Good,342
great stay w return 5 night stay w seattle really enjoy time like w hotels lobby decor trendy dark moody room large nice city view supercomfy bed big bathroom stock fabulous bliss products best stay w hotel ask really nice feature hotel like cozy lobby big fireplace free hot chocolate tiny gym great bar hotel welllocated block pike place market pioneer square literally door shop service friendly helpfulmy complaint exorbitantly high cost extras include internet valet park food free wifi lobby ideal business travellers overall really enjoy w stay seattle future,Good,566
location ambience pricey please service stay 2 nights attend wed ambience style nice wed reception exactly bride want please service hotel dark guess cater hip trendy crowdthe cost park drink ridiculous park twice pay hawaii upscale hotel careful promo code discount room work usi say bed comfortable pillow note aware allow animals son receive numerous bite night 14th floor view north hotel housekeep discard items discard thou tux rental bag leave bed agree reviewer eat breakfast pike place market mcdonalds westlake center watch pennies stay w watch pennies stay seattle choose w,Bad,584
worth money echo concern astronomical expense park room service poor service w stay hotel couple friends expect pleasant stay swanky hotel realize money pay likely pay lot ambiance room utterly lack character nightclub light hallways creepy lobby say far hotel trendy aspirations minor request stay second request silverware lecture charge nonrevenue request apparently motto come line right price staff like nt bother room bland unimpressive nice television comfortable bed hotel good location lot nice expensive hotels offer better service like olympian street westin unless good deal w 150nt worth money,Bad,606
great stay w seattle stay july boyfriend 200 night hotel romantic bother dark hallways room noisy air conditioner quick desk move new room problems better view room beautiful especially enjoy bathroom comfy bathrobes bed comfortable work gym small fine quick cardio workouts,Good,274
interest hotel best describe woman ride elevator day 7day stay w hip person need light redo hotel tuck historic fairmont olympic hotel seattle 4th st hip trouble see bring flashlight elevators dark carpet tiny pendant light elevators fast ready jump jump lobby twolevel light tealightsgreat sleep room choose upgrade worth wide screen flatpanel tvs great shiny bathrooms good office space comfy couch prompt room service good honor bar really expensive rs selection okay plenty wonderful place eat walk distance like schuckers door coffee lovers dream starbucks seattle best tully close short walk downhill shop long walk uphill purchase big downer pool,Netral,653
overprice trendy hotel clean provide expensive valet park shampoo conditioner provide nice shampoo conditioner pay hotel business center charge minute internet usage free wifi local phone service short local phone call rack charge 5 piece hotel nickel dime food include breakfast expensive positive nice plasma tv room bed comfortable,Bad,334
decent expensive pros enjoyable stay room bath clean bed crisp sheet room appoint amenities like dvd audio players nice touch include furniture minibar stock items include toiletries con service good better price great include items like free internet connectivity simple items like complimentary bottle watercomments agree review light halls public place brighter atleast twice sacrifice ambience endeavour create,Good,414
uber style super service maxmum comfort want leave admit bite confuse negative review w seattle nothing positive experiencesthe w seattle cater hipster 2635 crowd think run shoe designers web moguls fasion mavens people wear sunglasses elevators sort thing guess come territory w certainly trendythe w swathe somber seriously cool style swank lounge luxurious room bed plush comfortable room felt like modern apartment instead hotel accent abound stereo superior waffle rob zen desk waterfall bathroom stock luscious bliss soapsthe staff friendly efficient able check hours early issue replace lose room bar key pleasantly charge loss hotels mighti skip bar bite taste enjoy company young beautiful people latest fashion love bar thrivingone minor drawback w tuck canyons corporate high rise little immediate area 1020 walk tourist areas like pioneer square pike place market howevernonetheless stay amaze comfort,Good,913
nice high expectations hotel base review referals friends expectations hightened receive email hotel inquire need plane arrive 1030 la request early check arrive disappoint exit cab help luggage struggle door usually carry luggage drag airport look forward service w advertise check go fast give early check request hallways dark people mention bad state room big amenaties bathroom especially nice room decorate trendy contemporary style like go lobby even surprise hotelresturaunt transform posh party place think fit mid felt place hotel great younger croud feel comfortable fairmont street eat resturaunt breakfast surprise price visit couple hotels area price little higher average surprissed travel hawaii price high higher check surprise charge 60 early check fee nt mind pay rate upset tell charge service sum hotel nice trendy 20 30 couple service advertise leave bite desire overall good stay come seattle probably stay experience hotel younger scene,Good,960
